¬0¬1¬2¬3¬Rating¬Reviews¬Price¬Ciudad¬Tipo Busqueda¬Zona
15¬Mad Grill¬4,5(2.365) · €€¬Hamburguesa · C. de Campoamor, 13¬Diner americano con ambiente hipster¬4,5¬2.365¬ · €€¬Madrid¬Hamburguesa¬Centro
16¬Steakburger¬4,3(663) · €€¬Americana · C/ Gran Vía, 55¬Amplio restaurante con carnes y hamburguesas¬4,3¬663¬ · €€¬Madrid¬Hamburguesa¬Centro
17¬Steakburger¬4,4(2.363) · €€¬Hamburguesa · C. de Preciados, 42¬Restaurante chic de chuletones y hamburguesas¬4,4¬2.363¬ · €€¬Madrid¬Hamburguesa¬Centro
18¬Burnout¬4,5(1.605) · €€¬Hamburguesa · C. de Valverde, 6¬Desenfadada hamburguesería cosmopolita¬4,5¬1.605¬ · €€¬Madrid¬Hamburguesa¬Centro
19¬Steakburger¬4,5(1.241) · €€¬Restaurante · C. del Arenal, 26¬Bar restaurante de carnes y grandes hamburguesas¬4,5¬1.241¬ · €€¬Madrid¬Hamburguesa¬Centro
20¬Tony Roma's¬4,3(2.828) · €€¬Americana · C. de Hortaleza, 34¬Diner americano con letreros de neón¬4,3¬2.828¬ · €€¬Madrid¬Hamburguesa¬Centro
21¬SteakBurger¬4,4(3.282) · €€¬Americana · C/ Gran Vía, 16¬Platos estadounidenses en un restaurante moderno¬4,4¬3.282¬ · €€¬Madrid¬Hamburguesa¬Centro
22¬Papas & More¬4,2(20)¬Restaurante · C. de Atocha, 42¬Abierto ⋅ Cierra a las 0:15¬4,2¬20¬¬Madrid¬Hamburguesa¬Centro
23¬Carmencita Bar¬4,4(2.089) · €¬Americana · C. de San Vicente Ferrer, 51¬Animado local de brunch y hamburguesas¬4,4¬2.089¬ · €¬Madrid¬Hamburguesa¬Centro
24¬La Hambre¬4,5(127)¬Restaurante · C. de Augusto Figueroa, 6¬Abierto ⋅ Cierra a las 2:00¬4,5¬127¬¬Madrid¬Hamburguesa¬Centro
25¬Burger King¬3,7(5.836) · €¬Comida rápida · Metro, Gran Vía, Pl. del Callao, 40¬Cadena de hamburgueserías¬3,7¬5.836¬ · €¬Madrid¬Hamburguesa¬Centro
26¬Steakburger¬4,3(663) · €€¬Americana · C/ Gran Vía, 55¬Amplio restaurante con carnes y hamburguesas¬4,3¬663¬ · €€¬Madrid¬Hamburguesa¬Centro
27¬Steakburger¬4,4(2.363) · €€¬Hamburguesa · C. de Preciados, 42¬Restaurante chic de chuletones y hamburguesas¬4,4¬2.363¬ · €€¬Madrid¬Hamburguesa¬Centro
28¬Steakburger¬4,5(1.241) · €€¬Restaurante · C. del Arenal, 26¬Bar restaurante de carnes y grandes hamburguesas¬4,5¬1.241¬ · €€¬Madrid¬Hamburguesa¬Centro
29¬Burnout¬4,5(1.605) · €€¬Hamburguesa · C. de Valverde, 6¬Desenfadada hamburguesería cosmopolita¬4,5¬1.605¬ · €€¬Madrid¬Hamburguesa¬Centro
30¬Cafetería Óskar¬3,9(1.785) · €¬Cafetería · Pl. de Santo Domingo¬Abierto ⋅ Cierra a las 2:00¬3,9¬1.785¬ · €¬Madrid¬Hamburguesa¬Centro
31¬La Puerta Amarilla (steaks & burgers)¬4,7(676) · €¬Restaurante · C. de Fúcar, 9¬Cerrado ⋅ Apertura: 13:00¬4,7¬676¬ · €¬Madrid¬Hamburguesa¬Centro
32¬VIPS¬3,9(5.660) · €€¬Restaurante · Pl. Canovas del Castillo, 5¬Cadena de cafeterías de horario amplio¬3,9¬5.660¬ · €€¬Madrid¬Hamburguesa¬Centro
33¬MEAT¬4,2(1.147) · €€¬Hamburguesa · Calle de Sta. Teresa, 4¬Hamburguesas en local retro-industrial¬4,2¬1.147¬ · €€¬Madrid¬Hamburguesa¬Centro
34¬Burger King¬3,4(1.200) · €¬Comida rápida · Plaza Santa Bárbara Metro, Plaza de Alonso Martínez, 7¬Cadena de hamburgueserías¬3,4¬1.200¬ · €¬Madrid¬Hamburguesa¬Centro
35¬Steakburger¬4,3(2.962) · €€¬Hamburguesa · Calle de Fuencarral, 73¬Original rincón de hamburguesas gourmet¬4,3¬2.962¬ · €€¬Madrid¬Hamburguesa¬Centro
36¬Bentleys Burger¬4,2(1.118) · €€¬Restaurante · C. de Preciados, 31¬Restaurante sencillo de hamburguesas y nachos¬4,2¬1.118¬ · €€¬Madrid¬Hamburguesa¬Centro
37¬La Prensa 🍔 Burgers & Beers¬4,8(1.235)¬Restaurante · C. de Colón, 3¬Restaurante moderno y sencillo con comida rápida¬4,8¬1.235¬¬Madrid¬Hamburguesa¬Centro
38¬Pink Planet 🍔🍟 -Especialistas en Hamburguesas-¬4,3(123) · €¬Parrilla · C. Francisco de Rojas, 3¬Restaurante sencillo con hamburguesas y patatas¬4,3¬123¬ · €¬Madrid¬Hamburguesa¬Centro
39¬Burger Grill Madrid¬4,0(223)¬Hamburguesa · C. de Toledo, 65, L 10¬Cerrado ⋅ Apertura: 13:00¬4,0¬223¬¬Madrid¬Hamburguesa¬Centro
40¬Pink Planet 🍔🍟 -Especialistas en Hamburguesas-¬4,3(123) · €¬Parrilla · C. Francisco de Rojas, 3¬Restaurante sencillo con hamburguesas y patatas¬4,3¬123¬ · €¬Madrid¬Hamburguesa¬Centro
41¬Burger Grill Madrid¬4,0(223)¬Hamburguesa · C. de Toledo, 65, L 10¬Cerrado ⋅ Apertura: 13:00¬4,0¬223¬¬Madrid¬Hamburguesa¬Centro
42¬Pantín Grill¬4,7(786) · €¬Hamburguesa · Calle de Echegaray, 10¬Restaurante de hamburguesas contundentes¬4,7¬786¬ · €¬Madrid¬Hamburguesa¬Centro
43¬Burnout Burgers¬4,5(32)¬Hamburguesa · Galeria Canalejas, C. de Alcalá, 12¬Abierto ⋅ Cierra a las 0:00¬4,5¬32¬¬Madrid¬Hamburguesa¬Centro
44¬Tommy Mel's¬3,8(1.785) · €€¬Americana · C. de Alcalá, 4¬Diner americano con letreros de neón¬3,8¬1.785¬ · €€¬Madrid¬Hamburguesa¬Centro
45¬Restaurant Sublime World Plaza Mayor¬4,7(143)¬Hamburguesa · C. de Concepción Jerónima, 28¬Cerrado ⋅ Apertura: 13:00¬4,7¬143¬¬Madrid¬Hamburguesa¬Centro
46¬McDonald's¬3,5(1.695) · €¬Comida rápida · Pl. de Isabel II, 1¬Cadena emblemática de hamburgueserías¬3,5¬1.695¬ · €¬Madrid¬Hamburguesa¬Centro
47¬TGB - The Good Burger¬3,8(3.217) · €¬Hamburguesa · C/ Gran Vía, 22¬Abre pronto ⋅ 12:30¬3,8¬3.217¬ · €¬Madrid¬Hamburguesa¬Centro
48¬Lara Grill¬4,4(1.431)¬Restaurante · C. de Hortaleza, 96¬Hamburguesas y batidos en local actual¬4,4¬1.431¬¬Madrid¬Hamburguesa¬Centro
49¬The Stuyck Co¬4,5(1.682) · €€¬Cervecería artesanal · Corre. Alta de San Pablo, 33¬Cervecería rústica con cocina estadounidense¬4,5¬1.682¬ · €€¬Madrid¬Hamburguesa¬Centro
50¬Hamburguesa Nostra¬4,1(516) · €€¬Restaurante · C. de la Princesa, 26¬Abre pronto ⋅ 12:30¬4,1¬516¬ · €€¬Madrid¬Hamburguesa¬Centro
51¬Péscame Mucho¬4,6(297) · €€¬Restaurante · Corre. Baja de San Pablo, 25¬Restaurante acogedor de platos de pescado¬4,6¬297¬ · €€¬Madrid¬Hamburguesa¬Centro
52¬New York Burger¬4,4(3.807) · €€¬Americana · C. de Recoletos, 4¬Hamburguesería urbana en local diáfano¬4,4¬3.807¬ · €€¬Madrid¬Hamburguesa¬Centro
53¬Home Burger Bar¬4,2(1.568) · €€¬Hamburguesa · Calle de Silva, 25¬Hamburguesas ecológicas en diner clásico¬4,2¬1.568¬ · €€¬Madrid¬Hamburguesa¬Centro
54¬Foster's Hollywood¬4,1(4.164) · €€¬Hamburguesa · Pl. de Isabel II, 3¬Cadena de diners con comida americana¬4,1¬4.164¬ · €€¬Madrid¬Hamburguesa¬Centro
55¬Fridays¬4,0(2.522) · €€¬Restaurante · C. de la Virgen de los Peligros, 1¬Cadena animada de restaurantes americanos¬4,0¬2.522¬ · €€¬Madrid¬Hamburguesa¬Centro
56¬Rua Street Burger¬4,4(97)¬Hamburguesa · C. de San Marcos, 17¬Cerrado ⋅ Apertura: 13:00 (mié)¬4,4¬97¬¬Madrid¬Hamburguesa¬Centro
57¬Pink's 🍔‼️¬4,5(219)¬Hamburguesa · C. de las Infantas, 40¬Cerrado ⋅ Apertura: 13:00¬4,5¬219¬¬Madrid¬Hamburguesa¬Centro
58¬Makato’s Burger¬4,9(45)¬Restaurante · Corre. Baja de San Pablo, 4¬Abre pronto ⋅ 12:30¬4,9¬45¬¬Madrid¬Hamburguesa¬Centro
59¬Juancho's BBQ (Mercado de San Antón)¬4,5(131)¬Hamburguesa · Calle de Augusto Figueroa, 24 Mercado de San Antón, Planta 1, Puesto 24¬Cerrado ⋅ Apertura: 13:00¬4,5¬131¬¬Madrid¬Hamburguesa¬Centro
60¬Criminal burger¬4,3(33)¬Hamburguesa · Pl. de San Ildefonso, 3¬Cerrado ⋅ Apertura: 19:00 (jue)¬4,3¬33¬¬Madrid¬Hamburguesa¬Centro
61¬Juancho's BBQ Malasaña¬4,6(602) · €€¬Hamburguesa · C. de Andrés Borrego, 16¬Platos suculentos en un restaurante peculiar¬4,6¬602¬ · €€¬Madrid¬Hamburguesa¬Centro
62¬FANTASTIC V¬4,9(507)¬Vegetariana estricta · Corre. Alta de San Pablo, 2¬Cerrado ⋅ Apertura: 20:00¬4,9¬507¬¬Madrid¬Hamburguesa¬Centro
63¬DALÙ BURGER¬4,8(419)¬Hamburguesa · Calle de Hartzenbusch, 7¬Cerrado¬4,8¬419¬¬Madrid¬Hamburguesa¬Centro
64¬Galeria Gran Via 55¬4,4(57)¬Restaurante · C/ Gran Vía, 55¬Abre pronto ⋅ 12:30¬4,4¬57¬¬Madrid¬Hamburguesa¬Centro
65¬PerrisBurgers Madrid¬3,0(79)¬Hamburguesa · C. de San Vicente Ferrer, 38¬Cerrado ⋅ Apertura: 22:00¬3,0¬79¬¬Madrid¬Hamburguesa¬Centro
66¬Nugu Burger¬4,0(504)¬Hamburguesa · Calle de Covarrubias, 38¬Cadena de hamburgueserías gourmet¬4,0¬504¬¬Madrid¬Hamburguesa¬Centro
67¬GRAAL¬4,6(402)¬Americana · Calle del Cardenal Cisneros, 1¬Restaurante de platos típicos de EE. UU.¬4,6¬402¬¬Madrid¬Hamburguesa¬Centro
68¬Mad Mad Vegan¬4,8(1.558) · €€¬Vegetariana estricta · C. de Pelayo, 19¬Restaurante con comida vegana y cerveza¬4,8¬1.558¬ · €€¬Madrid¬Hamburguesa¬Centro
69¬Five Guys Serrano¬4,2(902) · €€¬Hamburguesa · C. de Serrano, 45¬Cadena de hamburgueserías¬4,2¬902¬ · €€¬Madrid¬Hamburguesa¬Centro
70¬Goiko¬4,3(3.461) · €€¬Hamburguesa · Calle de Núñez de Balboa, 12¬Hamburguesería en local industrial chic¬4,3¬3.461¬ · €€¬Madrid¬Hamburguesa¬Centro
71¬Roost Chicken¬4,7(625)¬Restaurante · Calle de San Andrés, 26¬Restaurante informal con platos de pollo frito¬4,7¬625¬¬Madrid¬Hamburguesa¬Centro
72¬Antoñita¬4,9(50)¬Restaurante · Mercado Barceló, C. de Barceló, 6, Planta 2 local 305¬Cerrado ⋅ Apertura: 13:00¬4,9¬50¬¬Madrid¬Hamburguesa¬Centro
73¬#PORNEAT¬4,7(1.584) · €€¬Hamburguesa · C/ de la Ribera de Curtidores, 28¬Moderno restaurante de hamburguesas gourmet¬4,7¬1.584¬ · €€¬Madrid¬Hamburguesa¬Centro
74¬Steakburger¬4,1(1.577) · €€¬Hamburguesa · Calle de Luchana, 17¬Coqueta cantina de hamburguesas selectas¬4,1¬1.577¬ · €€¬Madrid¬Hamburguesa¬Centro
75¬Burger King¬3,6(1.287) · €¬Comida rápida · Metro Argüelles, C. de la Princesa, 61¬Cadena de hamburgueserías¬3,6¬1.287¬ · €¬Madrid¬Hamburguesa¬Centro
76¬Burnout¬4,4(1.732) · €€¬Hamburguesa · Calle de Fuencarral, 148¬Hamburguesas creativas entre arte pop¬4,4¬1.732¬ · €€¬Madrid¬Hamburguesa¬Centro
77¬Diurno Restaurante & Bar¬4,3(3.206) · €€¬Parrilla · C. de San Marcos, 37¬Cocina ecléctica y alquiler de películas¬4,3¬3.206¬ · €€¬Madrid¬Hamburguesa¬Centro
78¬La Parrilla de Nino¬3,5(753) · €€¬Restaurante · Pl. Cristino Martos, 2¬Abierto ⋅ Cierra a las 23:00¬3,5¬753¬ · €€¬Madrid¬Hamburguesa¬Centro
79¬El Toril Urban • Conde Duque¬4,6(354)¬Restaurante · C. del Conde Duque, 13¬Cerrado ⋅ Apertura: 13:00 (mar)¬4,6¬354¬¬Madrid¬Hamburguesa¬Centro
80¬Altered¬4,9(9)¬Restaurante · We Crave, C. del Conde de Xiquena, 12¬Abierto ⋅ Cierra a las 19:00¬4,9¬9¬¬Madrid¬Hamburguesa¬Centro
81¬Revoltosa Plaza del Rey¬4,0(2.056) · €¬Bar de tapas · Pl. del Rey, 4¬Taberna neocastiza de tapas y raciones¬4,0¬2.056¬ · €¬Madrid¬Hamburguesa¬Centro
82¬Las Mejores Hamburguesas...¬4,0(4)¬Hamburguesa · Calle de Lagasca, 5¬  Comer allí¬4,0¬4¬¬Madrid¬Hamburguesa¬Centro
83¬Restaurante DCorazon¬4,5(1.924) · €¬Restaurante · Pl. Mayor, 30¬Restaurante subterráneo de cocina casera¬4,5¬1.924¬ · €¬Madrid¬Hamburguesa¬Centro
84¬Restaurante El Gran Jamonal¬4,0(313) · €¬Restaurante · C. de Andrés Mellado, 6¬Abierto ⋅ Cierra a las 0:00¬4,0¬313¬ · €¬Madrid¬Hamburguesa¬Centro
85¬Smash Burguer¬No hay reseñas¬Hamburguesa · C. de las Infantas, 40¬  Comer allí¬No hay reseñas¬¬¬Madrid¬Hamburguesa¬Centro
86¬Burmet¬4,8(271)¬Americana · P.º de los Olmos, 13¬Restaurante con hamburguesas y costillas¬4,8¬271¬¬Madrid¬Hamburguesa¬Centro
87¬Lamucca del Carmen¬4,4(6.798)¬Restaurante · Pl. del Carmen, 5¬Espacio moderno de cocina mediterránea¬4,4¬6.798¬¬Madrid¬Hamburguesa¬Centro
88¬Cafetería HD¬4,3(3.409) · €€¬Restaurante · C. de Guzmán el Bueno, 67¬Local retro con hamburguesas gourmet¬4,3¬3.409¬ · €€¬Madrid¬Hamburguesa¬Centro
89¬Goiko¬4,2(5.581) · €€¬Hamburguesa · Glorieta de Bilbao, 3¬Cerrado temporalmente¬4,2¬5.581¬ · €€¬Madrid¬Hamburguesa¬Centro
90¬Clandestino Burger Joint¬4,5(1.833) · €¬Hamburguesa · C. Eloy Gonzalo, 12¬Hamburguesería informal con terraza¬4,5¬1.833¬ · €¬Madrid¬Hamburguesa¬Centro
91¬Maricastaña¬4,2(2.209) · €€¬Restaurante de fusión · Corre. Baja de San Pablo, 12¬Brunch y carta ecléctica en local chic¬4,2¬2.209¬ · €€¬Madrid¬Hamburguesa¬Centro
92¬Ojalá¬4,2(6.132) · €€¬Brunch · Calle de San Andrés, 1¬Recetas eclécticas y una playa chill out¬4,2¬6.132¬ · €€¬Madrid¬Hamburguesa¬Centro
93¬Goiko¬4,3(3.522) · €€¬Hamburguesa · Calle de María de Molina, 20¬Hamburguesas para todos los gustos¬4,3¬3.522¬ · €€¬Madrid¬Hamburguesa¬Centro
94¬مطعم برجر¬No hay reseñas¬Hamburguesa · C/ De La Victoria، Carrera de S. Jerónimo, 4, 2 Esq¬  Comer allí¬No hay reseñas¬¬¬Madrid¬Hamburguesa¬Centro
95¬THUNDER Vegan Malasaña¬4,7(472) · €¬Vegetariana estricta · C. de Don Felipe, 4¬Local informal con platos veganos contundentes¬4,7¬472¬ · €¬Madrid¬Hamburguesa¬Centro
96¬Sanissimo Opera Vegan¬4,6(2.477) · €¬Vegetariana estricta · C. de Campomanes, 5¬Cocina vegana en acogedor local¬4,6¬2.477¬ · €¬Madrid¬Hamburguesa¬Centro
97¬Bastardi¬4,7(335) · €¬Italiana · C. de Caracas, 1¬Restaurante informal con hamburguesas y patatas¬4,7¬335¬ · €¬Madrid¬Hamburguesa¬Centro
98¬Burger King¬3,0(466) · €¬Comida rápida · Pl. del Emperador Carlos V, s/n¬Cadena de hamburgueserías¬3,0¬466¬ · €¬Madrid¬Hamburguesa¬Centro
99¬La Rollerie¬4,1(3.681) · €€¬Restaurante · C. de Atocha, 20¬Bollería artesana en café neo-rústico¬4,1¬3.681¬ · €€¬Madrid¬Hamburguesa¬Centro
100¬BrioChef¬4,8(1.239)¬Hamburguesa · P.º de la Florida, 21¬Restaurante informal con grandes hamburguesas¬4,8¬1.239¬¬Madrid¬Hamburguesa¬Centro
101¬Juancho's BBQ (Chamberí)¬4,5(1.702) · €€¬Hamburguesa · C. de Alonso Cano, 10¬Asador famoso por sus hamburguesas¬4,5¬1.702¬ · €€¬Madrid¬Hamburguesa¬Centro
102¬El Perro y la Galleta Malasaña¬4,2(2.078) · €€¬Restaurante · Corre. Baja de San Pablo, 31¬Restaurante moderno de cocina internacional¬4,2¬2.078¬ · €€¬Madrid¬Hamburguesa¬Centro
103¬Mad Mad Vegan¬4,8(641) · €€¬Vegetariana estricta · C. de Lavapiés, 16¬Restaurante moderno con platos veganos y cerveza¬4,8¬641¬ · €€¬Madrid¬Hamburguesa¬Centro
104¬Ana la Santa¬4,1(1.843) · €€¬Restaurante · Plaza de Sta. Ana, 14¬Cocina ininterrumpida en local de diseño¬4,1¬1.843¬ · €€¬Madrid¬Hamburguesa¬Centro
105¬KAHUNA¬4,4(210) · €¬Hamburguesa · P.º de la Virgen del Puerto, 45¬Restaurante de hamburguesas y bocadillos¬4,4¬210¬ · €¬Madrid¬Hamburguesa¬Centro
106¬Gobu¬4,6(1.258) · €€¬Hamburguesa · Calle del Gral. Pardiñas, 8¬Burgers gourmet y postres caseros¬4,6¬1.258¬ · €€¬Madrid¬Hamburguesa¬Centro
107¬Lamucca de Prado¬4,3(4.824) · €€¬Restaurante · C. del Prado, 16¬Espacio moderno de cocina internacional¬4,3¬4.824¬ · €€¬Madrid¬Hamburguesa¬Centro
108¬La Bistroteca¬4,7(2.778) · €€¬Restaurante · C. de Espartinas, 7¬Restaurante acogedor con hamburguesas y cerveza¬4,7¬2.778¬ · €€¬Madrid¬Hamburguesa¬Centro
109¬Restaurante Taberna Madrid Madriz¬4,2(2.949) · €¬Restaurante · Calle de Fuencarral, 85¬Tapas y huevos rotos en local concurrido¬4,2¬2.949¬ · €¬Madrid¬Hamburguesa¬Centro
110¬Restaurante KFC¬3,8(3.336) · €¬Pollo · C. Mayor, 1¬Cadena de restaurantes de pollo frito¬3,8¬3.336¬ · €¬Madrid¬Hamburguesa¬Centro
111¬Rude Burger¬4,6(439) · €€¬Hamburguesa · Calle del Gral. Pardiñas, 32¬Cerrado ⋅ Apertura: 20:00¬4,6¬439¬ · €€¬Madrid¬Hamburguesa¬Centro
112¬Bentleys Burger¬4,1(1.470) · €€¬Hamburguesa · C. de Alcalá, 105¬Moderno espacio de hamburguesas selectas¬4,1¬1.470¬ · €€¬Madrid¬Hamburguesa¬Centro
113¬New York Burger¬4,3(1.902) · €€¬Hamburguesa · C. de Miguel Ángel, 16¬Cerrado ⋅ Apertura: 13:00¬4,3¬1.902¬ · €€¬Madrid¬Hamburguesa¬Centro
114¬OGS Hyped Smash Burgers Madrid¬4,9(70)¬Hamburguesa · C. de la Reina, 9¬Cerrado temporalmente¬4,9¬70¬¬Madrid¬Hamburguesa¬Centro
115¬Bistro Burguer¬3,0(1)¬Americana · C. de las Huertas, 65¬Cerrado temporalmente¬3,0¬1¬¬Madrid¬Hamburguesa¬Centro
116¬Pasion Burger¬4,8(36)¬Hamburguesa · CALLE BARCELO 6, MERCADO BARCELO, PLANTA 2 COCINA, 3¬Cerrado temporalmente¬4,8¬36¬¬Madrid¬Hamburguesa¬Centro
117¬La Primera¬4,3(2.943) · €€€¬Restaurante cántabro · C/ Gran Vía, 1¬Restaurante refinado de marisco cántabro¬4,3¬2.943¬ · €€€¬Madrid¬Hamburguesa¬Centro
118¬Puturrú de Foie¬4,0(13)¬Restaurante · C. de Augusto Figueroa, 24¬Cerrado temporalmente¬4,0¬13¬¬Madrid¬Hamburguesa¬Centro
119¬Burger Porn¬4,8(18)¬Hamburguesa · C. del Amparo, 34¬Cerrado temporalmente¬4,8¬18¬¬Madrid¬Hamburguesa¬Centro
