#0#1#2#3#4#5#Rating#Reviews#Price#Ciudad#Tipo Busqueda#Zona
19#La Pappardella Puerto Banús#4,0(361) · €€€#Italiana · Muelle de Honor, Casa A, Local 4#Desenfadado espacio de cocina italiana#Abierto ⋅ Cierra a las 0:00#  Comer allí#4,0#361# · €€€#Marbella##Puerto
20#Baalbak Marbella#3,9(431)#Libanesa · Conjunto Benabolá, 15, Local 6#Abierto ⋅ Cierra a las 23:00#  Comer allí#·#3,9#431##Marbella##Puerto
21#El Chiringuito#4,3(276)#Chiringuito · Puerto Deportivo de Marbella, Muelle Hermanos León#Abierto ⋅ Cierra a las 23:30#  Comer allí#·#4,3#276##Marbella##Puerto
22#Restaurante A1 Aretusa#3,8(269)#Italiana · Puerto Banús, Muelle Ribera, s/n#Platos italianos y esculturas romanas#Abierto ⋅ Cierra a las 0:00#  Comer allí#3,8#269##Marbella##Puerto
23#Tales banus- Marbella#4,1(144) · €€#Italiana · C.C. Cristamar 32, C. Francisco Villalón#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#4,1#144# · €€#Marbella##Puerto
24#El Gaucho de Banús - Argentinian Grill & International#3,9(579) · €€#Restaurante · Calle Muelle, C. Benabola, 9#Carnes a la parrilla y platos argentinos#Abierto ⋅ Cierra a la 1:00#  Comer allí#3,9#579# · €€#Marbella##Puerto
25#Occo Marbella#4,1(440)#Libanesa · Av de Manolete, Local 7#Cerrado ⋅ Apertura: 20:00#  Comer allí#·#4,1#440##Marbella##Puerto
26#La Copa Fria Banus#4,3(60)#Mediterránea · Av. de Julio Iglesias#Abierto ⋅ Cierra a las 17:00 ⋅ Próxima apertura: 20:00#  Comer allí#·#4,3#60##Marbella##Puerto
27#El Puerto#4,3(3)#Restaurante · Av. Duque de Ahumada#Cerrado temporalmente###4,3#3##Marbella##Puerto
28#Altanour Restaurante#4,1(227) · €€#Libanesa · Urbanizacion N Andal P Banus, 14#Abierto ⋅ Cierra a las 4:00#  Comer allí#·#4,1#227# · €€#Marbella##Puerto
29#Milk & Honey Puerto Banús#3,8(53)#Restaurante · Edificio Marina Banús, C. Ribera, S/N, Bloque 1 Local 7A#Abierto ⋅ Cierra a la 1:15#  Comer allí#·#3,8#53##Marbella##Puerto
30#Al Sham - Puerto Deportivo#4,3(23)#Halal · Puerto deportivo virgen del carmen 68#Abierto ⋅ Cierra a las 3:00#  Comer allí#·#4,3#23##Marbella##Puerto
31#Palocortado Marbella#4,4(21)#Restaurante · C. Ramón Areces, 2#Abierto ⋅ Cierra a las 22:00#  Comer allí#·#4,4#21##Marbella##Puerto
32#Aurora Beach Banús#4,0(720)#Restaurante · Carr Nacional 340, 067#Moderno chiringuito con cocina ecléctica#Abierto ⋅ Cierra a las 0:30#  Comer allí#4,0#720##Marbella##Puerto
33#Daytona Bar & Grill#4,0(350)#Restaurante · Next To Cine Teatro Goya Banus, Av. de Julio Iglesias#Abierto ⋅ Cierra a las 0:45#  Comer allí#·#4,0#350##Marbella##Puerto
34#Pizzeria Picasso#4,5(4.076) · €€#Pizza · c/Muelle Ribera Casa H Local 48/49 Puerto José Banus#Pizzería amplia junto al puerto#Abierto ⋅ Cierra a la 1:00#  Comer allí#4,5#4.076# · €€#Marbella##Puerto
35#Casa Mia#4,2(54)#Italiana · C. Ramón Areces#Abierto ⋅ Cierra a las 20:00#  Comer allí#·#4,2#54##Marbella##Puerto
36#BAJAMAR BAR DE PLAYA#4,9(148)#Restaurante · Puerto Deportivo de Marbella, local 8#Abierto ⋅ Cierra a las 21:00#  Comer allí#·#4,9#148##Marbella##Puerto
37#AMORE E FANTASIA - SEXY PASTA - PUERTO BANÚS#4,1(466)#Italiana · C. Mlle. Salman, Local 5, A#Abierto ⋅ Cierra a la 1:00#  Comer allí#·#4,1#466##Marbella##Puerto
38#Chiringuito Los Espigones#4,3(429) · €€#Restaurante · Playa Nueva Andalucía, s/n#Sencillo chiringuito para arroces#Abierto ⋅ Cierra a las 18:00#  Comer allí#4,3#429# · €€#Marbella##Puerto
39#La Sala Banús#4,2(1.406) · €€€#Restaurante · C. Juan Belmonte, s/n#Cocina ecléctica, copas y música en vivo#Abierto ⋅ Cierra a las 2:00#  Comer allí#4,2#1.406# · €€€#Marbella##Puerto
40#Chiringuito Los Espigones#4,3(429) · €€#Restaurante · Playa Nueva Andalucía, s/n#Sencillo chiringuito para arroces#Abierto ⋅ Cierra a las 18:00#  Comer allí#4,3#429# · €€#Marbella##Puerto
41#La Sala Banús#4,2(1.406) · €€€#Restaurante · C. Juan Belmonte, s/n#Cocina ecléctica, copas y música en vivo#Abierto ⋅ Cierra a las 2:00#  Comer allí#4,2#1.406# · €€€#Marbella##Puerto
42#Mumtaz#4,1(264)#India · Puerto José Banús, Casa A, Local 7#Exclusivo local con cocina india#Abierto ⋅ Cierra a las 23:30#  Comer allí#4,1#264##Marbella##Puerto
43#Rooftop Restaurant#No hay reseñas#Restaurante · Av. de Julio Iglesias, 103#Cerrado temporalmente###No hay reseñas###Marbella##Puerto
44#Shakers urban bar & food#4,2(34)#Parrilla · Av. de Julio Iglesias, 9#Abierto ⋅ Cierra a la 1:00#  Comer allí#·#4,2#34##Marbella##Puerto
45#Restaurante La Barca#4,4(966) · €€#Marisco · Av. Duque de Ahumada, 15#Pescados y mariscos en salón marinero#Abierto ⋅ Cierra a las 0:00#"  ""Restaurante situado en el mismo puerto de Marbella."""#4,4#966# · €€#Marbella##Puerto
46#Vudu Marbella#4,0(257)#Restaurante · Av José Banús#Cerrado ⋅ Apertura: 20:00#  Comer allí#·#4,0#257##Marbella##Puerto
47#Gold Puerto Banus#4,4(271) · €€#Italiana · C. Benabola, BL 13#Platos italianos en local con terraza#Abierto ⋅ Cierra a la 1:00#  Comer allí#4,4#271# · €€#Marbella##Puerto
48#Hogar del Pescador#4,2(487) · €#Marisco · C. Guadalete, s/n#Cierra pronto ⋅ 16:00 ⋅ Próxima apertura: 20:00#  Comer allí#·#4,2#487# · €#Marbella##Puerto
49#Da Paolo#3,0(144)#Italiana · C. Ribera, 9#Abierto 24 horas#  Comer allí#·#3,0#144##Marbella##Puerto
50#HOTBAO#4,2(38)#Restaurante · Corte Inglés#Abierto ⋅ Cierra a las 21:30#  Comer allí#·#4,2#38##Marbella##Puerto
51#Naga Thai Restaurant#4,3(256) · €€#Restaurante · C. Francisco Villalón#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#4,3#256# · €€#Marbella##Puerto
52#Yanx#4,4(495) · €€#Americana · Centro Comercial Plaza, 13#Abierto ⋅ Cierra a las 23:00#  Comer allí#·#4,4#495# · €€#Marbella##Puerto
53#Dolce Mia#4,0(70)#Italiana · Conjunto Benabolá, 15#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#4,0#70##Marbella##Puerto
54#Davero#4,5(540) · €#Italiana · C. Guadalete, 2#Cerrado ⋅ Apertura: 19:30#  Comer allí#·#4,5#540# · €#Marbella##Puerto
55#Le Bistroman Original#4,1(56)#Restaurante · C. Ramón Areces#Abierto ⋅ Cierra a las 21:30#  Comer allí#·#4,1#56##Marbella##Puerto
56#Restaurante Morriña Gastrobar#No hay reseñas#Parrilla#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#No hay reseñas###Marbella##Puerto
57#Bó banús#4,5(159)#Mediterránea · Av José Banús#Abierto ⋅ Cierra a las 2:00#  Comer allí#·#4,5#159##Marbella##Puerto
58#BLEND. Puerto Banús#4,3(120)#Restaurante · Av. de Julio Iglesias#Cerrado ⋅ Apertura: 19:00#  Comer allí#·#4,3#120##Marbella##Puerto
59#La Sala By The Sea#4,3(349)#Parrilla · Av José Banús#Platos tipo bistró, fideos tailandeses y bebidas#Abierto ⋅ Cierra a las 19:00#  Comer allí#4,3#349##Marbella##Puerto
60#Da Bruno Sul Mare#4,3(2.111) · €€#Restaurante · Paseo Marítimo, s/n, Edificio Skol#Cocina italiana en salones señoriales#Abierto ⋅ Cierra a las 0:00#  Comer allí#4,3#2.111# · €€#Marbella##Puerto
61#Restaurante Freiduria la Venus#3,9(876) · €#Marisco · Puerto Deportivo, Av. Duque de Ahumada#Arroces y espetos en un local familiar#Abierto ⋅ Cierra a las 0:00#  Comer allí#3,9#876# · €#Marbella##Puerto
62#La Milla Marbella#4,2(793) · €€€#Restaurante · Urbanización Los Verdiales (Entre Hotel Marbella Club y Hotel Puente Romano)#Abierto ⋅ Cierra a las 2:00#  Comer allí#·#4,2#793# · €€€#Marbella##Puerto
63#Aml Marbella Puerto Banús S L U#No hay reseñas#Restaurante · Lugar Muelle De Ribera, 7#Cerrado temporalmente###No hay reseñas###Marbella##Puerto
64#BBQ shack#4,7(3)#Restaurante · C. Ribera, 1#Abierto ⋅ Cierra a las 2:00#  Comer allí#·#4,7#3##Marbella##Puerto
65#Mosh Fun Kitchen#3,9(563) · €€€#Restaurante · Av. del Prado, 2#Restaurante inmersivo con cócteles y carnes#Cerrado ⋅ Apertura: 20:00#  Comer allí#3,9#563# · €€€#Marbella##Puerto
66#Sociedad de Pesca Deportiva Marbella#4,4(336) · €#Restaurante · Av. Duque de Ahumada, 1#Abierto ⋅ Cierra a las 23:00#"  ""Bar situado en el puerto deportivo, a base de pescados y mariscos frescos."""##4,4#336# · €#Marbella##Puerto
67#D.O.M. (Denominación de Origen Málaga)#4,8(69)#Restaurante · Avenida Mario Vargas Llosa s/n#Cerrado ⋅ Apertura: 19:30#  Comer allí#·#4,8#69##Marbella##Puerto
68#Sakura Restaurante Japones#4,5(179) · €€#Japonesa · Av José Banús, 5#Cierra pronto ⋅ 16:30 ⋅ Próxima apertura: 19:00#  Comer allí#·#4,5#179# · €€#Marbella##Puerto
69#El Rancho Del Puerto#3,8(11)#Restaurante · C. Ribera, 1#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#3,8#11##Marbella##Puerto
70#Restaurante La Relojera#4,0(565) · €€#Restaurante · C. Fuengirola, 16#Pescado al espeto en bar de azulejos#Cierra pronto ⋅ 16:30 ⋅ Próxima apertura: 19:30#"  ""Buen restaurante de ""pescaitos fritos"" en el puerto pesquero de marbella."""#4,0#565# · €€#Marbella##Puerto
71#La Bodega del Mar#4,4(994) · €€#Bar de tapas · Av. Duque de Ahumada, 13#Animado restaurante español con terraza#Abierto ⋅ Cierra a las 0:00#"  ""Bonito restaurante frente al puerto deportivo de Marbella."""#4,4#994# · €€#Marbella##Puerto
72#Motos Agua#No hay reseñas#Restaurante · Zn Puerto Deportivo, 5#Cerrado temporalmente###No hay reseñas###Marbella##Puerto
73#Chef Peking Chinese Restaurant#4,5(33)#China · C. Ribera, s/n#Cerrado ⋅ Apertura: 19:00#  Comer allí#·#4,5#33##Marbella##Puerto
74#Mistral Beach#4,2(849) · €€€#Chiringuito · Arrabal el Rodeo, 7#Chiringuito de arroz, marisco y cócteles#Abierto ⋅ Cierra a las 22:00#  Comer allí#4,2#849# · €€€#Marbella##Puerto
75#Pizza&Pasta 🍕 Pizzeria Marbella Puerto#4,4(445) · €#Pizza · C. Acera de la Marina, 1#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#4,4#445# · €#Marbella##Puerto
76#Circa Natural Kitchen#4,2(29)#Comida sana · C.C.Cristamar ,Local B24, 29660#Abierto ⋅ Cierra a las 17:00#  Comer allí#·#4,2#29##Marbella##Puerto
77#SLVJ Marbella Restaurant & Beach Club#3,4(59)#Japonesa · Conjunto Benabolá, 7#Abierto ⋅ Cierra a las 3:00#  Comer allí#·#3,4#59##Marbella##Puerto
78#La Crêperie#4,4(391) · €€#Crepería · C. Ribera, N 4#Cerrado ⋅ Apertura: 16:30#"  ""Un restaurante que tiene parada obligatoria."""##4,4#391# · €€#Marbella##Puerto
79#Levante Beach#3,6(525) · €€€€#Mediterránea · Muelle de Levante s/n Puerto Jose Banus#Alta cocina mediterránea junto al mar#Abierto ⋅ Cierra a las 23:30#  Comer allí#3,6#525# · €€€€#Marbella##Puerto
80#Banús Burgers#4,5(53)#Restaurante · Puerto José Banus, C. Mlle. Ribera, Casa H Local 48/49#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#4,5#53##Marbella##Puerto
81#Restaurant El Banco#4,4(180) · €€#Restaurante · Urbanización Aloha Pueblo, Local 35, 29660#Cerrado ⋅ Apertura: 17:00#  Comer allí#·#4,4#180# · €€#Marbella##Puerto
82#The Irish Tavern#4,4(230)#Restaurante · Av. de Julio Iglesias, 28#Abierto ⋅ Cierra a las 2:00#  Comer allí#·#4,4#230##Marbella##Puerto
83#Beher Banús | Jamon Ibérico en Marbella#4,5(63)#Restaurante · Plaza Marina Banús Bloque 2, Local 2A#Abierto ⋅ Cierra a las 0:30#  Comer allí#·#4,5#63##Marbella##Puerto
84#Voulez-vous#4,6(24)#Restaurante#  Comer allí#·#No hay entrega a domicilio#4,6#24##Marbella##Puerto
85#Pizzeria Pacman Marbella#4,8(176)#Pizza · Puerto Deportivo de Marbella, local 21#Abierto ⋅ Cierra a las 2:00#  Comer allí#·#4,8#176##Marbella##Puerto
86#Tales Banus#4,0(43)#Restaurante · C. Segismundo Moret, 32-33#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#4,0#43##Marbella##Puerto
87#Camurí - Las Cuchis#4,1(597) · €€#Mediterránea · Paseo de las cuchis, s/n#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#4,1#597# · €€#Marbella##Puerto
88#Los Mellizos Marbella#4,3(2.493) · €€#Marisco · Paseo Marítimo, esquina, C. Gregorio Marañón, 8#Arroces, tapeo andaluz y frutos del mar#Abierto ⋅ Cierra a las 23:30#  Comer allí#4,3#2.493# · €€#Marbella##Puerto
89#Teppanyaki Samurai#4,5(180) · €€#Japonesa · Av de Manolete, 20#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#4,5#180# · €€#Marbella##Puerto
90#DELISH#4,5(25)#Restaurante de comida para llevar · Edf. Online, Local 12, C. las Malvas#Abierto ⋅ Cierra a las 20:00#  Para llevar##4,5#25##Marbella##Puerto
91#PiCú Puerto Banus#4,6(31)#Restaurante · Calle Muelle, C. Benabola, 11-14#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#4,6#31##Marbella##Puerto
92#The Sushi Noodles Bar Puerto Banús#3,7(302) · €€#Sushi · C. Jesus Puente, s/n#Abierto ⋅ Cierra a las 4:00#  Comer allí#·#3,7#302# · €€#Marbella##Puerto
93#Khans#4,0(178)#India · C. Ribera, 3#Cerrado temporalmente#"  ""Muy buen restaurante de comida india."""##4,0#178##Marbella##Puerto
94#Besaya Beach#4,3(867) · €€€#Mediterránea · Urbanización Coral Beach Ctra. Nacional 340, Km. 176#Restaurante junto al mar con música en directo#Abierto ⋅ Cierra a las 0:00#  Comer allí#4,3#867# · €€€#Marbella##Puerto
95#Sensations Sushi Bar Marbella#4,6(161)#Sushi · Av de Manolete, 20#Cocina japonesa entre grandes ventanales#Cierra pronto ⋅ 15:45 ⋅ Próxima apertura: 19:00#  Comer allí#4,6#161##Marbella##Puerto
96#Hot Dog Beach Marbella#4,3(356)#Chiringuito · Playa Levante s/n Paseo Vidiella#Abierto ahora#  Comer allí#·#4,3#356##Marbella##Puerto
97#D-Wine#4,6(231) · €€€#Restaurante · Centro Comercial Azalea, C. Ana de Austria, 2#Cerrado temporalmente#"  ""El restaurante más que correcto;"""##4,6#231# · €€€#Marbella##Puerto
98#Tramp's Beach#3,5(138)#Restaurante · Av. de Lola Flores, 11#Abierto ⋅ Cierra a las 18:30#  Comer allí#·#3,5#138##Marbella##Puerto
99#Los Nietos del Pescador#4,5(168) · €#Restaurante · C. Guadalete, 5#Abierto ⋅ Cierra a las 23:00#"  ""El mejor pescado del puerto"""##4,5#168# · €#Marbella##Puerto
100#Sabor latino puerto banus#3,8(11)#Cocina latinoamericana · Av. de las Naciones Unidas, local 63#Abierto ⋅ Cierra a las 22:00#  Comer allí#·#3,8#11##Marbella##Puerto
101#Los Cañizos#4,0(486)#Cocina andaluza · C. Guadalete, 14#Cierra pronto ⋅ 16:00 ⋅ Próxima apertura: 20:00#"  ""Bar/restaurante en el puerto de Marbella."""##4,0#486##Marbella##Puerto
102#La Catrina#2,6(20)#Restaurante · Muelle, C. Benabola, 6#Cerrado ⋅ Apertura: 17:00#  Comer allí#·#2,6#20##Marbella##Puerto
103#Restaurante Garum Marbella#4,7(245)#Restaurante · P.º Marítimo#Abierto ⋅ Cierra a las 23:00#"  ""Es una parada casi obligatoria al visitar el puerto de marbella 😎"""##4,7#245##Marbella##Puerto
104#Kona Marbella#4,5(27)#Restaurante · EDF MARINA BANUS, C. José Saramago, S/N, BLOQUE 1 LOCAL 7-B#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#4,5#27##Marbella##Puerto
105#Concept Cuisine#3,3(25)#Restaurante · Conjunto Benabolá, 15#Cerrado ⋅ Apertura: 17:00#  Comer allí#·#3,3#25##Marbella##Puerto
106#Sisters Restaurant#4,5(169)#Restaurante · Urbanizacion Los Naranjos De Marbella Local 3 y4#Abierto ⋅ Cierra a las 22:00#  Comer allí#·#4,5#169##Marbella##Puerto
107#CALABASAS#5,0(5)#Restaurante · C. Francisco Villalón, 13B#  Comer allí#·#Para llevar#5,0#5##Marbella##Puerto
108#Lobito de Mar#4,3(2.276) · €€€#Restaurante · Av. Bulevar Príncipe Alfonso de Hohenlohe, 178#Restaurante chic con platos de marisco y tapas#Cierra pronto ⋅ 16:00 ⋅ Próxima apertura: 19:30#  Comer allí#4,3#2.276# · €€€#Marbella##Puerto
109#Sea Grill#4,5(767) · €€€€#Restaurante · Bulevar Principe Alfonso von Hohenlohe, s/n#Cocina fusión en un espacio de diseño#Abierto ⋅ Cierra a las 0:00#  Comer allí#4,5#767# · €€€€#Marbella##Puerto
110#Chow Asian Kitchen#4,2(119)#Cocina asiática · C. Mlle. Ribera#Abierto ⋅ Cierra a la 1:00#  Comer allí#·#4,2#119##Marbella##Puerto
111#Coa Restaurant#4,6(56)#Restaurante · C. las Malvas#Cerrado ⋅ Apertura: 20:00#  Comer allí#·#4,6#56##Marbella##Puerto
112#Osaka Banus#3,8(86)#Sushi · Av. de Julio Iglesias, 2#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#3,8#86##Marbella##Puerto
113#Kokonga Beach Marbella#4,8(30)#Restaurante · Puerto deportivo de Marbella, local 10#Abierto ⋅ Cierra a las 2:00#  Comer allí#·#4,8#30##Marbella##Puerto
114#Natura Banús#4,4(8)#Restaurante · Av. Rotary Internacional#Abierto ⋅ Cierra a las 22:30#  Comer allí#·#4,4#8##Marbella##Puerto
115#Restaurante Thai Gallery#4,0(170)#Tailandesa · Hotel Puente Romano, Av. Bulevar Príncipe Alfonso de Hohenlohe, s/n#Cerrado ⋅ Apertura: 19:00#  Comer allí#·#4,0#170##Marbella##Puerto
116#Zen Restaurant Marbella#4,1(151)#China · C. los Lirios, 10, B#Lujosa sala barroca con cocina asiática#Cerrado ⋅ Apertura: 19:00#  Comer allí#4,1#151##Marbella##Puerto
117#Varadero Marbella#4,0(463)#Restaurante · Playa la Bajadilla, P.º Alfonso Cañas Nogueras#Abierto ⋅ Cierra a las 22:30#  Comer allí#·#4,0#463##Marbella##Puerto
118#Restaurante Los Pescadores#4,1(438)#Restaurante · C. Rafael Zea, 17#Abierto ⋅ Cierra a las 0:00#  Comer allí#·#4,1#438##Marbella##Puerto
119#El Cortijo#4,4(457)#Mediterránea · C. Remedios, 5#Cerrado ⋅ Apertura: 18:00#  Comer allí#·#4,4#457##Marbella##Puerto
